sentence	label	e1	e2
The amino - terminal sequences of the two mature subunits were determined ; comparison with the deduced amino acid sequences of the corresponding precursors revealed that the <e1> MAS1 </e1> and <e2> MAS2 </e2> subunits are synthesized with prepeptides composed of 19 and 13 residues , respectively , which have similar sequences .	1	MAS1	MAS2
On the contrary , a derivative of <e1> RAS2 </e1> that lacks the 112 C - terminal residues as well as the p21TI - ras is not able to bind the <e2> CDC25 </e2> protein in our assay conditions .	1	RAS2	CDC25
We show directly that <e1> U2AF65 </e1> and <e2> U2AF35 </e2> interact with each other and delineate the regions of both proteins that mediate this interaction .	1	U2AF65	U2AF35
CLB1 and CLB2 mRNA levels peak late in the cell cycle , whereas <e1> CLB3 </e1> and CLB4 are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , <e2> CLN1 </e2> .	0	CLB3	CLN1
<e1> FUS3 </e1> is also required for vegetative growth in haploid strains dependent upon CLN3 for cell cycle progression but is not required in strains dependent upon either <e2> CLN1 </e2> or CLN2 , suggesting a functional divergence among the three G1 cyclins .	1	FUS3	CLN1
In this study , two of the <e1> CD19 </e1> associated proteins were identified as <e2> TAPA- 1 </e2> , which is expressed on most cell types , and Leu- 13 , which is expressed on subsets of lymphoid cells .	0	CD19	TAPA- 1
Like cells mutant at byr1 and <e1> byr2 </e1> , two genes that encode putative protein kinases and that in multiple copies are also suppressors of the sporulation defects of <e2> ras1 </e2> null diploid cells , cells mutant at byr3 are viable but defective in conjugation .	0	byr2	ras1
The negative regulatory genes , <e1> PHO80 </e1> and <e2> PHO85 </e2> involved in transcriptional regulation of the yeast repressible acid-phosphatase - encoding gene , PHO5 , have been cloned .	0	PHO80	PHO85
Deletion of <e1> RHO4 </e1> did not affect cell growth , but deletion of <e2> RHO3 </e2> caused a severe growth delay and a decrease in cell viability .	0	RHO4	RHO3
We also show that overexpression of <e1> YDJ1 </e1> , another yeast protein with similarity to bacterial dnaJ proteins , can not substitute for <e2> SIS1 </e2>	0	YDJ1	SIS1
On most human non-B lymphocytes , <e1> CD3 </e1> - Ti and <e2> CD2 </e2> are coexpressed and seem to be functionally interrelated .	0	CD3	CD2
The overexpression of <e1> STE4 </e1> ( G beta ) in wild - type cells elicits a constitutive growth arrest signal , however this phenotype is suppressed by a C - terminal truncation mutation in <e2> STE50 </e2> ( ste50 - 2 ) .	1	STE4	STE50
The results demonstrate that the B - cell surface protein <e1> CD72 </e1> ( Lyb - 2 in mice ) is the ligand for <e2> CD5 </e2>	0	CD72	CD5
However , <e1> STE18 </e1> was essential for the response , since overexpression of <e2> STE4 </e2> was unable to activate a response in a ste18 null strain .	1	STE18	STE4
The putative membrane - spanning domains of <e1> TRK1 </e1> and <e2> TRK2 </e2> share the highest sequence conservation , while the large hydrophilic regions between M3 and M4 exhibit the greatest divergence .	0	TRK1	TRK2
All of the genes identified in this study seem to be involved in regulating the expression of <e1> SSA3 </e1> and <e2> SSA4 </e2> or the activity of their protein products .	0	SSA3	SSA4
We have identified and characterized two Saccharomyces cerevisiae genes encoding the regulatory subunit of ribonucleotide reductase , <e1> RNR1 </e1> and <e2> RNR3 </e2>	0	RNR1	RNR3
We propose that <e1> BRF1 </e1> plays a role in Pol III initiation analogous to the role played by TFIIB for Pol II in its interaction with <e2> TBP </e2> and polymerase .	1	BRF1	TBP
Here we report that four newly discovered suppressors of <e1> YPT1 </e1> deletion ( SLY1- 20 , <e2> SLY2 </e2> , SLY12 and SLY41 ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	YPT1	SLY2
Because pkc1 mutants also display a cell lysis defect , we suggest that <e1> PKC1 </e1> and <e2> BCK1 </e2> may normally function within the same pathway .	0	PKC1	BCK1
High gene dosage of cut1 + also complements <e1> cut2 </e1> and <e2> cut10 </e2> mutants .	0	cut2	cut10
Incubation of a temperature - sensitive gcdl - 101 mutant at the restrictive temperature led to a rapid reduction in the average size and quantity of polysomes , plus an accumulation of inactive 80S ribosomal couples ; in addition , excess amounts of eIF- 2 alpha , <e1> GCD1 </e1> GCD2 and <e2> GCN3 </e2> were found comigrating with free 40S ribosomal subunits .	0	GCD1	GCN3
Monoclonal antibodies directed at either <e1> CD2 </e1> or <e2> CD3 </e2> induce intracellular second messenger production and subsequent protein phosphorylation .	0	CD2	CD3
The reversible interactions of C5 with <e1> C6 </e1> <e2> C7 </e2> and major polypeptide fragments derived from these were investigated with solid phase binding assays .	0	C6	C7
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta <e1> SRS2 </e1> strain containing an additional mutation in either the <e2> RAD51 </e2> , RAD52 , RAD54 , RAD55 or RAD57 genes .	0	SRS2	RAD51
Expression of <e1> UBC4 </e1> and <e2> UBC5 </e2> genes is heat inducible .	0	UBC4	UBC5
Transcription of the <e1> GAL </e1> genes encoding the enzymes responsible for galactose metabolism in the yeast Saccharomyces cerevisiae is regulated through an interplay of two regulatory proteins , GAL4 and <e2> GAL80 </e2> GAL4 binds to upstream activating sequences of GAL ( UASG ) and activates their transcription in yeast growing in the presence of galactose .	0	GAL	GAL80
To study the assembly pathway of the components in the Alu domain , we have isolated a cDNA clone of <e1> SRP9 </e1> in addition to a previously obtained cDNA clone of <e2> SRP14 </e2>	0	SRP9	SRP14
In addition to binding soluble <e1> p62 </e1> and <e2> p130 </e2> , the SH2 domains of v-Src , GAP and v-Crk directly recognized these phosphotyrosine - containing proteins which had been previously denatured and immobilized on a filter .	0	p62	p130
The <e1> RAD6 </e1> gene of Saccharomyces cerevisiae encodes a 20 kd <e2> ubiquitin </e2> conjugating ( E2 ) enzyme that is required for DNA repair , DNA damage - induced mutagenesis , and sporulation .	0	RAD6	ubiquitin
In this study , two of the <e1> CD19 </e1> associated proteins were identified as TAPA- 1 , which is expressed on most cell types , and <e2> Leu- 13 </e2> , which is expressed on subsets of lymphoid cells .	0	CD19	Leu- 13
Pituitary adenylate cyclase - activating polypeptide <e1> PACAP </e1> is a 38 - amino acid peptide of the secretin - vasoactive intestinal peptide <e2> VIP </e2> family .	0	PACAP	VIP
The <e1> TDS4 </e1> gene of S. cerevisiae was isolated as an allele - specific high copy suppressor of mutations within the basic region of the TATA - binding protein <e2> TBP </e2> .	0	TDS4	TBP
However , GPA1Val50 cells do not recover from division arrest in the absence of both <e1> CLN1 </e1> and CLN3 which encode G1 cyclins , indicating that the recovery - promoting activity of <e2> GPA1 </e2> Val50 requires the function of G1 cyclins .	0	CLN1	GPA1
Activation of human PBL T cells with solid phase anti-CD3 mAb or during the course of an MLR response gives rise to the association of <e1> CD4 </e1> or <e2> CD8 </e2> molecules with the protein tyrosine phosphatase , CD45 on the cell surface .	0	CD4	CD8
Formation of the DAB complex required <e1> TFIIA </e1> <e2> TFIID </e2> and sequences downstream of the transcriptional start site ; however , the DA complex could be formed on an oligonucleotide containing only the adenovirus major late promoter TATA motif .	0	TFIIA	TFIID
Our data suggest that the products of the cdc7 , cdc11 , <e1> cdc14 </e1> and <e2> cdc16 </e2> genes interact .	1	cdc14	cdc16
The Saccharomyces cerevisiae GPA1 , <e1> STE4 </e1> and <e2> STE18 </e2> genes encode products homologous to mammalian G - protein alpha , beta , and gamma subunits , respectively .	0	STE4	STE18
The <e1> PHO80 </e1> and <e2> PHO85 </e2> gene products encode proteins necessary for the repression of transcription from the major acid phosphatase gene ( PHO5 ) of Saccharomyces cerevisiae .	0	PHO80	PHO85
The <e1> RAD1 </e1> and <e2> RAD10 </e2> genes of Saccharomyces cerevisiae are required for excision repair of ultraviolet light - damaged DNA , and they also function in a mitotic recombination pathway that is distinct from the double - strand - break recombination pathway controlled by RAD52 .	0	RAD1	RAD10
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the RAD51 , <e1> RAD52 </e1> , RAD54 , <e2> RAD55 </e2> or RAD57 genes .	0	RAD52	RAD55
Taken together , these analyses suggest that CLB1 and <e1> CLB2 </e1> are crucial for mitotic induction , whereas CLB3 and <e2> CLB4 </e2> might participate additionally in DNA replication and spindle assembly .	0	CLB2	CLB4
The Saccharomyces cerevisiae <e1> CDC43 </e1> and <e2> RAM2 </e2> genes were expressed in Escherichia coli and cell extracts examined for the ability to transfer [ 3 H ] geranylgeranyl diphosphate to an appropriate CaaX protein substrate .	0	CDC43	RAM2
Together , these data suggest that TAPA- 1 and <e1> Leu- 13 </e1> are broadly expressed members of a signal transduction complex in which lineage - specific proteins , such as <e2> CD19 </e2> and CD21 provide cell - specific functions .	0	Leu- 13	CD19
CLB1 and CLB2 mRNA levels peak late in the cell cycle , whereas CLB3 and <e1> CLB4 </e1> are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , <e2> CLN1 </e2> .	0	CLB4	CLN1
The Schizosaccharomyces pombe <e1> pac1 </e1> gene is a multicopy suppressor of the <e2> pat1 </e2> temperature - sensitive mutation , which directs uncontrolled meiosis at the restrictive temperature .	1	pac1	pat1
Increasing the gene dosage of <e1> PHO2 </e1> and of <e2> PHO4 </e2> makes it possible to differentiate functionally between the two proteins .	0	PHO2	PHO4
These results confirm previous predictions , based upon genetic interactions between the SEC genes , that <e1> Sec61 </e1> , <e2> Sec62 </e2> and Sec63 act together to facilitate protein translocation into the ER .	0	Sec61	Sec62
Induction requires the <e1> ACE1 </e1> gene product , which binds to specific sites in the promoter region of the <e2> CUP1 </e2> gene .	0	ACE1	CUP1
Both <e1> U2AF65 </e1> and <e2> U2AF35 </e2> are concentrated in a small number of nuclear foci corresponding to coiled bodies , subnuclear organelles first identified by light microscopy in 1903 .	0	U2AF65	U2AF35
We have found a gene in S. pombe , <e1> sar1 </e1> that encodes a product capable of regulating <e2> ras1 </e2> function .	1	sar1	ras1
We also show that the highly acidic carboxyl - terminus of <e1> RAD6 </e1> is dispensable for the interaction with E3 , and that purified S. cerevisiae E2( 30 k ) , product of the <e2> UBC1 </e2> gene , does not function with E3 .	0	RAD6	UBC1
Here we report that four newly discovered suppressors of YPT1 deletion ( SLY1- 20 , SLY2 , <e1> SLY12 </e1> and <e2> SLY41 </e2> ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	SLY12	SLY41
Sequence analysis indicates that all these SED genes encode membrane proteins : SED1 encodes a probable cell surface glycoprotein ; <e1> SED2 </e1> is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; <e2> SED4 </e2> encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; SED3 is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SED2	SED4
The results provide evidence for altered plasticity of synaptic morphology in memory mutants <e1> dnc </e1> and <e2> rut </e2> and suggest a role of cAMP cascade in mediating activity - dependent synaptic plasticity .	1	dnc	rut
Sequence analysis indicates that all these SED genes encode membrane proteins : SED1 encodes a probable cell surface glycoprotein ; SED2 is identical to <e1> SEC12 </e1> , a gene required for the formation of ER - derived transport vesicles ; SED4 encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; <e2> SED3 </e2> is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SEC12	SED3
Defects in the <e1> RAD52 </e1> gene of the yeast Saccharomyces cerevisiae reduce the levels of the <e2> NUC2 </e2> endo- exonuclease by approximately 90 % compared to the levels in wild - type strains .	1	RAD52	NUC2
We have now analyzed interactions between SPT4 , <e1> SPT5 </e1> and <e2> SPT6 </e2>	1	SPT5	SPT6
We conclude that , in addition to the GAL3 like activity of GAL1 functions beyond the galactose - specific GAL1 <e1> GAL7 </e1> and <e2> GAL10 </e2> enzymes are required for the LTA induction pathway .	0	GAL7	GAL10
In vitro binding studies suggest that a region of approximately 50 amino acids of <e1> MCM1 </e1> is essential for providing contacts with alpha 1 , alpha 2 and <e2> STE12 </e2>	1	MCM1	STE12
These results support the idea that the <e1> RPO26 </e1> and <e2> RPO21 </e2> gene products interact .	1	RPO26	RPO21
These experiments revealed specific and saturable binding of 125I <e1> CD59 </e1> to C8 alpha - gamma subunit ( half - maximal binding at 75 nM ) , but not to C8 beta , and specific and saturable binding to the 37 - kDa fragment ( C9b ) of thrombin - cleaved <e2> C9 </e2> ( half - maximal binding at 35 nM ) , but not to the 25 - kDa C9a fragment .	0	CD59	C9
Activation of human PBL T cells with solid phase anti-CD3 mAb or during the course of an MLR response gives rise to the association of <e1> CD4 </e1> or CD8 molecules with the protein tyrosine phosphatase , <e2> CD45 </e2> on the cell surface .	0	CD4	CD45
The diminished learning - memory capacity and synaptic transmission plasticity have been associated with altered cAMP levels since <e1> dnc </e1> affects the cAMP - specific phosphodiesterase and <e2> rut </e2> affects adenylate cyclase .	0	dnc	rut
These results demonstrate that the <e1> CD28 </e1> signaling pathway could be activated by <e2> B7 </e2> resulting in increased T cell cytokine production and T cell proliferation .	1	CD28	B7
These genes form two classes based on sequence relatedness : <e1> CLB1 </e1> and CLB2 show highest homology to the Schizosaccharomyces pombe cyclin- B homolog cdc13 involved in the initiation of mitosis , whereas <e2> CLB3 </e2> and CLB4 are more highly related to the S. pombe cyclin- B homolog cig1 , which appears to play a role in G1 or S phase .	0	CLB1	CLB3
When a human <e1> Kit </e1> mutant lacking the kinase insert domain was coexpressed with the murine wild - type receptor , we observed a significant decrease in both the activation of the intact tyrosine kinase and its coupling to an effector protein , namely <e2> phosphatidylinositol 3 '- kinase </e2> .	0	Kit	phosphatidylinositol 3 '- kinase
Under the aerobic growth conditions of this study , the 0.8 - kb <e1> TIF51 B </e1> transcript is not detected in the wild - type strain and is expressed only when <e2> TIF51A </e2> is disrupted .	0	TIF51 B	TIF51A
The formation and structure of the complement cytolytic intermediary complex , <e1> C5 b </e1> 7 , were studied with the aim of determining the interactive regions of C5 <e2> C6 </e2> and C7	0	C5 b	C6
Polyclonal antibodies directed against C5 c blocked the interaction of C5 b 6 with <e1> C7 </e1> whereas antibodies directed against C5d inhibited the binding of <e2> C5 </e2> with C3b .	0	C7	C5
Mutations in <e1> CCR4 </e1> also suppress the transcription at the ADH2 and his4 - 912delta loci caused by defects in the SPT10 ( CRE1 ) and <e2> SPT6 </e2> CRE2 genes .	0	CCR4	SPT6
Two yeast genes , <e1> ARD1 </e1> and <e2> NAT1 </e2> are required for the expression of an N - terminal protein acetyltransferase .	0	ARD1	NAT1
Sequence analysis indicates that all these SED genes encode membrane proteins : SED1 encodes a probable cell surface glycoprotein ; SED2 is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; SED4 encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; <e1> SED3 </e1> is <e2> DPM1 </e2> the structural gene for dolichol - P- mannose synthase .	0	SED3	DPM1
In addition , the presence of multiple copies of wild - type <e1> GLC7 </e1> impairs the derepression of GCN4 that occurs in response to amino acid starvation or dominant - activating mutations in <e2> GCN2 </e2>	0	GLC7	GCN2
<e1> CD19 </e1> and CD21 mAb each specifically coprecipitated proteins of the same size as those precipitated by TAPA- 1 and <e2> Leu- 13 </e2> mAb from B cell lines and cDNA - transfected K562 cell lines .	0	CD19	Leu- 13
Taken together , the results suggest that the N terminus positively affects the function of the <e1> SNF1 </e1> kinase and may be involved in interaction with a positive effector other than <e2> SNF4 </e2>	0	SNF1	SNF4
These results confirm in vivo analyses that correlate <e1> GAL4 </e1> phosphorylation with galactose induction and support a model of transcriptional activation that does not require <e2> GAL80 </e2> dissociation .	1	GAL4	GAL80
Overexpression of the <e1> STE4 </e1> gene product also suppressed the sterility of cells defective in the mating pheromone receptors encoded by the STE2 and <e2> STE3 </e2> genes .	1	STE4	STE3
In this work we have tried to detect a direct interaction between <e1> CDC25 </e1> and <e2> RAS2 </e2> gene products .	0	CDC25	RAS2
These genes form two classes based on sequence relatedness : CLB1 and <e1> CLB2 </e1> show highest homology to the Schizosaccharomyces pombe cyclin- B homolog cdc13 involved in the initiation of mitosis , whereas <e2> CLB3 </e2> and CLB4 are more highly related to the S. pombe cyclin- B homolog cig1 , which appears to play a role in G1 or S phase .	0	CLB2	CLB3
The RAS1 and RAS2 proteins overexpressed in ira mutants accumulated in the GTP - bound form , whereas in the wild - type strain the proteins were found mostly in the GDP - bound form , indicating that <e1> IRA1 </e1> and <e2> IRA2 </e2> negatively regulate the level of RAS - GTP .	0	IRA1	IRA2
We thus propose that <e1> FAR1 </e1> contributes to cell cycle arrest by inhibiting <e2> CLN2 </e2>	1	FAR1	CLN2
Chemical cross-linking using a cleavable radioiodinated photoreactive reagent revealed that both <e1> C6 </e1> and <e2> C7 </e2> associate preferentially with the alpha ' - chain of C5 b	0	C6	C7
<e1> NSP116 </e1> and <e2> NSP49 </e2> , however , contain a new repetitive sequence motif ' GLFG ' , which classifies them as a subclass of nucleoporins .	0	NSP116	NSP49
Furthermore , heterodimerization of <e1> SRP9 </e1> and <e2> SRP14 </e2> occurs in the absence of SRP RNA .	0	SRP9	SRP14
Chemical cross-linking using a cleavable radioiodinated photoreactive reagent revealed that both <e1> C6 </e1> and C7 associate preferentially with the alpha ' - chain of <e2> C5 b </e2>	1	C6	C5 b
The <e1> rgt1 </e1> mutations suppress a <e2> snf3 </e2> null mutation and are not linked to snf3 .	0	rgt1	snf3
By both in vivo and in vitro tests the <e1> GAL3 </e1> gene product does not appear to catalyze a <e2> galactokinase </e2> like reaction .	0	GAL3	galactokinase
The sequence of the POB1 gene indicates that it is identical to the <e1> CTF4 </e1> <e2> CHL15 </e2> gene identified previously in screens for mutations that diminish the fidelity of chromosome transmission .	0	CTF4	CHL15
Therefore , we examined combinations of <e1> dnc </e1> and <e2> rut </e2> with eag and Sh mutations to explore the possible relation between activity - and cAMP - induced morphological changes .	0	dnc	rut
Loss of <e1> UBC4 </e1> and <e2> UBC5 </e2> activity impairs cell growth , leads to inviability at elevated temperatures or in the presence of an amino acid analog , and induces the stress response .	0	UBC4	UBC5
If so , <e1> LPL </e1> might facilitate <e2> LRP </e2> mediated clearance of lipoproteins .	1	LPL	LRP
Two genes <e1> EFT1 </e1> and <e2> EFT2 </e2> were isolated by screening a bacteriophage lambda yeast genomic DNA library with an oligonucleotide probe complementary to the domain of EF - 2 that contains diphthamide , the unique posttranslationally modified histidine that is specifically ADP - ribosylated by diphtheria toxin .	0	EFT1	EFT2
wee1 acts antagonistically to <e1> cdc25 </e1> in the tyrosine dephosphorylation and activation of <e2> cdc2 </e2> , yet biochemical evidence suggests that wee1 is not required for tyrosine phosphorylation and its role is obscure .	0	cdc25	cdc2
Also , like wee1 and <e1> cdc2-w </e1> , <e2> stf1 </e2> suppression of cdc25 is reversed by overexpression of the putative type 1 protein phosphatase bws1+/dis2 +.	0	cdc2-w	stf1
The effects of mutations in <e1> RPD1 </e1> and <e2> RPD3 </e2> are not additive , suggesting that these genes are involved in the same transcriptional regulatory function or pathway .	0	RPD1	RPD3
Recessive mutations in <e1> RPD1 </e1> and <e2> RPD3 </e2> suppress the TRK2 , conferring an approximately fourfold increase in transcription .	0	RPD1	RPD3
Three of these CLB1 <e1> CLB2 </e1> and <e2> CLB4 </e2> ) encode proteins strongly homologous to G2 - specific B - type cyclins .	0	CLB2	CLB4
Combinations of the <e1> TPM1 </e1> disruption with sec13 or sec18 mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with <e2> sec1 </e2> , sec4 or sec6 mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	TPM1	sec1
The <e1> RGT2 </e1> locus was mapped 38 cM from <e2> SNF3 </e2> on chromosome IV .	0	RGT2	SNF3
Petite induction by antifolate - mediated thymine nucleotide depletion was also inhibited by inactivation of <e1> RAD52 </e1> indicating that the effect of reduced <e2> NUC2 </e2> endo-exonuclease was not restricted to ethidium bromide treatment .	1	RAD52	NUC2
The absence of DNA - binding motifs and the presence of these repeated domains suggest that the <e1> CYC8 </e1> and <e2> TUP1 </e2> proteins function via protein - protein interaction with transcriptional regulatory proteins .	0	CYC8	TUP1
The new mutations defined two genes , <e1> BEM1 </e1> and BEM2 ; both the bem1 and bem2 mutations are temperature sensitive and are only partially suppressed by <e2> MSB1 </e2>	1	BEM1	MSB1
<e1> MCM2 </e1> and <e2> MCM3 </e2> are essential genes believed to play important roles in the initiation of DNA replication in Saccharomyces cerevisiae .	1	MCM2	MCM3
The reversible interactions of <e1> C5 </e1> with C6 <e2> C7 </e2> and major polypeptide fragments derived from these were investigated with solid phase binding assays .	0	C5	C7
This function is carried out by the Alu domain , which consists of two proteins , <e1> SRP9 </e1> and <e2> SRP14 </e2> and the portion of SRP ( 7SL ) RNA which is homologous to the Alu family of repetitive sequences .	0	SRP9	SRP14
Two genes named <e1> TIF51A </e1> and <e2> TIF51 B </e2> were cloned and sequenced .	0	TIF51A	TIF51 B
Taken together , these analyses suggest that CLB1 and CLB2 are crucial for mitotic induction , whereas <e1> CLB3 </e1> and <e2> CLB4 </e2> might participate additionally in DNA replication and spindle assembly .	1	CLB3	CLB4
These results suggest that the <e1> PBS2 </e1> and <e2> RAS2 </e2> genes affect a common pathway that may communicate with the pheromone response pathway .	1	PBS2	RAS2
<e1> BEM1 </e1> maps centromere distal to TYR1 on chromosome II , and <e2> BEM2 </e2> maps between SPT15 and STP2 on chromosome V .	0	BEM1	BEM2
These findings demonstrate a specific interaction between <e1> RAD6 </e1> and E3 , and highlight the strong conservation of the <e2> ubiquitin </e2> conjugating system in eukaryotes .	0	RAD6	ubiquitin
Mutants defective in the mitotic initiation genes <e1> cdc2 </e1> cdc25 and <e2> cdc13 </e2> were blocked in meiosis II .	1	cdc2	cdc13
Both <e1> ALS </e1> and <e2> ARD </e2> antisera removed 20 - 30 % of the high - affinity binding sites for the nicotinic antagonist 125I - alpha - bungarotoxin ( 125I - alpha - Btx ) from detergent extracts of fly head membranes .	1	ALS	ARD
The sequence of the <e1> POB1 </e1> gene indicates that it is identical to the CTF4 <e2> CHL15 </e2> gene identified previously in screens for mutations that diminish the fidelity of chromosome transmission .	0	POB1	CHL15
The presence of multiple copies of the <e1> ACE2 </e1> gene enhanced expression of an unlinked CUP1 - lacZ fusion integrated in the yeast genome and resulted in an increase in the steady - state levels of CUP1 mRNA in an <e2> ace1 </e2> - deletion background .	0	ACE2	ace1
In the yeast Saccharomyces cerevisiae , two closely related <e1> ubiquitin </e1> conjugating enzymes , <e2> UBC4 </e2> and UBC5 , have recently been shown to mediate the selective degradation of short - lived and abnormal proteins .	0	ubiquitin	UBC4
The formation and structure of the complement cytolytic intermediary complex , <e1> C5 b </e1> 7 , were studied with the aim of determining the interactive regions of <e2> C5 </e2> C6 and C7	0	C5 b	C5
These observations indicate that the <e1> RAD1 </e1> and <e2> RAD10 </e2> genes function together in a mitotic recombination pathway that is distinct from the RAD52 recombination pathway .	0	RAD1	RAD10
Two of the genes , <e1> PPH21 </e1> and <e2> PPH22 </e2> encode highly similar proteins that are homologs of the mammalian protein phosphatase 2A ( PP2A ) , while the third gene , PPH3 , encodes a new PP2A - related protein .	0	PPH21	PPH22
<e1> FUS3 </e1> is functionally redundant with KSS1 a homologous yeast protein kinase , for a step(s ) in signal transduction between the beta subunit of the guanine nucleotide binding protein ( G protein ) , STE4 , and the mating type - specific transcriptional activator , <e2> STE12 </e2> .	0	FUS3	STE12
They are identical to the yeast <e1> RHO1 </e1> and <e2> RHO2 </e2> genes , which encode putative small GTP - binding proteins .	0	RHO1	RHO2
The SPT4 , <e1> SPT5 </e1> and <e2> SPT6 </e2> genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at HIS4 and LYS2 .	0	SPT5	SPT6
Taken together , these analyses suggest that <e1> CLB1 </e1> and CLB2 are crucial for mitotic induction , whereas <e2> CLB3 </e2> and CLB4 might participate additionally in DNA replication and spindle assembly .	0	CLB1	CLB3
These results implicate <e1> usp </e1> as an integral component of the functional <e2> EcR </e2>	1	usp	EcR
The <e1> MRF1 </e1> gene was cloned by genetic complementation of a respiratory deficient mutant disturbed in the expression of the mitochondrial genes encoding cytochrome c oxidase subunit 1 and 2 , <e2> COX1 </e2> and COX2 .	1	MRF1	COX1
We propose that <e1> SWI4 </e1> participates in a positive feedback loop by which CLN1 <e2> CLN2 </e2> , and possibly HCS26 promote their own transcription in G1 .	0	SWI4	CLN2
Mutations in RAD1 and <e1> RAD52 </e1> decrease the ability of HOT1 to stimulate intrachromosomal recombination while mutations in <e2> RAD4 </e2> and RAD50 do not affect HOT1 activity .	0	RAD52	RAD4
Genetic selections uncovered three Saccharomyces cerevisiae genes ( <e1> SEC61 </e1> , <e2> SEC62 </e2> and SEC63 , mutations in which block import of precursor proteins into the ER lumen in vivo and in vitro .	0	SEC61	SEC62
The <e1> RAD1 </e1> and <e2> RAD10 </e2> genes of Saccharomyces cerevisiae are two of at least seven genes which are known to be required for damage - specific recognition and / or damage - specific incision of DNA during nucleotide excision repair .	0	RAD1	RAD10
Genes <e1> CDC24 </e1> and <e2> CDC42 </e2> are required for the establishment of cell polarity and for bud formation in Saccharomyces cerevisiae .	0	CDC24	CDC42
RPD3 is required for both full repression and full activation of transcription of target genes including PHO5 , <e1> STE6 </e1> , and <e2> TY2 </e2> .	0	STE6	TY2
Conversely , in vitro- translated <e1> RAD10 </e1> protein specifically coimmunoprecipitates with the <e2> RAD1 </e2> protein .	0	RAD10	RAD1
By exploiting a GAL10 YPT1 fusion to regulate YPT1 expression , three multicopy suppressors , <e1> SLY2 </e1> SLY12 and <e2> SLY41 </e2> , and a single - copy suppressor , SLY1 - 20 , that allowed YPT1 independent growth were isolated .	0	SLY2	SLY41
Increased <e1> dis3 </e1> + gene dosage reverses the Ts+ phenotype of a cdc25 <e2> wee1 </e2> strain , as does increased type 1 protein phosphatase gene dosage .	0	dis3	wee1
This was supported by in vitro formation of heterodimers between the human and murine <e1> Kit </e1> proteins through monovalent binding of species - specific human <e2> SCF </e2>	0	Kit	SCF
Together , these data suggest that <e1> TAPA- 1 </e1> and Leu- 13 are broadly expressed members of a signal transduction complex in which lineage - specific proteins , such as CD19 and <e2> CD21 </e2> provide cell - specific functions .	0	TAPA- 1	CD21
In agreement with these predictions , we show that <e1> GCD1 </e1> GCD2 and <e2> GCN3 </e2> are integral components of a high - molecular - weight complex of approximately 600,000 Da .	0	GCD1	GCN3
Null mutants of capping protein , prepared by deletion of the coding region of <e1> CAP1 </e1> and <e2> CAP2 </e2> separately or together , are viable and have a similar phenotype .	1	CAP1	CAP2
Furthermore , mAb binding to <e1> CD19 </e1> CD21 TAPA- 1 , and <e2> Leu- 13 </e2> on B cell lines induced similar biologic responses , including the induction of homotypic adhesion , inhibition of proliferation , and an augmentation of the increase in intracellular [ Ca2 + ] induced by suboptimal cross-linking of surface Ig on B cell lines .	0	CD19	Leu- 13
Also , like wee1 and cdc2-w , <e1> stf1 </e1> suppression of <e2> cdc25 </e2> is reversed by overexpression of the putative type 1 protein phosphatase bws1+/dis2 +.	0	stf1	cdc25
We have cloned <e1> SIN1 </e1> and found that it is identical to the previously identified gene <e2> SPT2 </e2> mutations in which allow transcription from certain mutated regulatory regions .	1	SIN1	SPT2
We identified a truncated form of the <e1> GLC7 </e1> gene , encoding the catalytic subunit of a type 1 protein phosphatase , by its ability to restore derepression of <e2> GCN4 </e2> expression in a strain containing the partially defective gcn2 -507 allele .	0	GLC7	GCN4
Here we report that four newly discovered suppressors of YPT1 deletion ( SLY1- 20 , <e1> SLY2 </e1> , SLY12 and <e2> SLY41 </e2> ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	SLY2	SLY41
Loss - of - function and gain - of - function mutations in the <e1> GAP </e1> SH2 domains can therefore be used to identify residues that are critical for receptor and <e2> p62 </e2> binding .	1	GAP	p62
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta <e1> SRS2 </e1> strain containing an additional mutation in either the RAD51 , RAD52 , <e2> RAD54 </e2> , RAD55 or RAD57 genes .	0	SRS2	RAD54
