sentence	label	e1	e2
The expression of the <e1> p75 neurotrophin receptor </e1> (p75NTR) is diminished in epithelial cells during progression of <e2> prostate cancer </e2> in vivo and in vitro.	0	p75 neurotrophin receptor	prostate cancer
Quercetin-induced growth inhibition and cell death in prostatic carcinoma cells ( <e2> PC-3 </e2> ) are associated with increase in <e1> p21 </e1> and hypophosphorylated retinoblastoma proteins expression.	0	p21	PC-3
Artesunate treatment of human CCRF-CEM leukemia and <e2> MCF7 </e2> breast cancer cells induced ABCB6 expression but repressed <e1> ABCB7 </e1> expression.	0	ABCB7	MCF7
Transfection with GSK-3betaS9A to upregulate the GSK-3beta activity resulted in the increase of <e1> BrdU </e1> incorporation in <e2> SKOV3 </e2> cells compared with that in the control vector.	0	BrdU	SKOV3
TIMP-2 or the generic MMP inhibitor-GM6001 inhibited both the activation of <e1> proMMP-2 </e1> and the increased invasion of <e2> DOV13 </e2> cells promoted by rhMMP-7.	0	proMMP-2	DOV13
These results showed fisetin could inhibit the metastatic ability of <e2> PC-3 </e2> by reducing MMP-2 and <e1> MMP-9 </e1> expressions through suppressing phosphoinositide 3-kinase/Akt (PI3K/Akt) and JNK signaling pathways.	1	MMP-9	PC-3
Decreased expression of <e1> miR-342 </e1> in the therapeutically challenging triple-negative breast tumours, increased miR-342 expression in the luminal B tumours, and downregulated miR-520g in ER and PR-positive tumours indicates that not only is dysregulated miRNA expression a marker for poorer prognosis <e2> breast cancer </e2> , but that it could also present an attractive target for therapeutic intervention.	0	miR-342	breast cancer
This decrease in the <e1> UTP </e1> and CTP pools promoted a fivefold increase in the incorporation of [3H]BrdUrd into the DNA of <e2> BG-1 </e2> cells.	0	UTP	BG-1
Amplification or overexpression of the <e1> c-erbB-2 gene </e1> have been reported to correlate with poor patient prognosis in human breast, gastric, and <e2> ovarian cancer </e2> .	0	c-erbB-2 gene	ovarian cancer
Although <e1> EDD </e1> expression was not directly correlated with relative cisplatin sensitivity of <e2> ovarian cancer </e2> cell lines, sensitivity to cisplatin was partially restored in platinum-resistant A2780-cp70 ovarian cancer cells following siRNA-mediated knockdown of EDD expression.	0	EDD	ovarian cancer
In 2 cell lines with weak expression of <e1> TUBB3 </e1> protein ( <e2> OVCAR-3 </e2> and JHOC-8), TUBB3 induction was independently induced by treatment with 5-Aza-CdR (JHOC-8) or PBA (OVCAR-3), while neither agent markedly altered TUBB3 mRNA/protein expression in a strongly TUBB3-expressing cell line (JHOC-5).	0	TUBB3	OVCAR-3
10(-6) M tamoxifen (TAM) reverted growth stimulation, suppressed progesterone receptor and <e1> TGFalpha mRNA </e1> induction and restored TGFbeta mRNA to control levels in T3-treated <e2> MCF-7 </e2> cells.	0	TGFalpha mRNA	MCF-7
<e2> Prostate cancer </e2> bony metastases show increased expression of the <e1> PTH receptor </e1> (PTH-IR) and PTH promotes the growth and invasiveness of prostate cancer cells in bone.	1	PTH receptor	Prostate cancer
In conclusion, physiological elevation of the <e1> bFGF </e1> during normal menstruation can influence the precise interpretation of the pathological elevation of the bFGF in pre-menopausal <e2> breast cancer </e2> patients.	0	bFGF	breast cancer
An increase in the activity of <e1> mitogen-activated protein kinase </e1> (MAPK) has been correlated with the progression of <e2> prostate cancer </e2> to advanced disease in humans.	0	mitogen-activated protein kinase	prostate cancer
Reactive oxygen species regulate epidermal growth factor-induced vascular endothelial growth factor and hypoxia-inducible factor-1alpha expression through activation of <e1> AKT </e1> and P70S6K1 in human <e2> ovarian cancer </e2> cells.	0	AKT	ovarian cancer
We also found that the expression of tumour necrosis factor receptor 2 and death receptor 3 ( <e1> DR3 </e1> ) was increased in <e2> PC3 </e2> cells, and the expression of FAS and DR3 was increased in SW620 cells by co-culture with NK-92 cells.	0	DR3	PC3
NSAIDs exert their anti-inflammatory effects by inhibiting <e1> cyclooxygenase </e1> (COX) activity; however, evidence suggests that COX-independent mechanisms mediate decreased <e2> prostate cancer </e2> cell survival.	0	cyclooxygenase	prostate cancer
The overexpression of <e1> HER II </e1> is also positively correlated with other markers of prognosis of <e2> breast cancer </e2> such as cathepsin expression.	0	HER II	breast cancer
According to this mechanism the deregulation of the BRCA1 transcription in cancer, resulting in a higher proportion of translationally inhibited transcripts containing 5'-UTRb, contributes to the decrease in the <e1> BRCA1 protein </e1> observed in sporadic breast and <e2> ovarian cancers </e2> .	0	BRCA1 protein	ovarian cancers
Phenylbutyrate attenuates the expression of Bcl-X(L), DNA-PK, caveolin-1, and <e1> VEGF </e1> in <e2> prostate cancer </e2> cells.	0	VEGF	prostate cancer
The fact that increased <e1> NTN1 </e1> is specifically observed in cancerous tissues indicates that NTN1 may represent a novel candidate biomarker for <e2> ovarian cancer </e2> .	0	NTN1	ovarian cancer
The overexpression of the <e1> colony-stimulating factor-1 </e1> (CSF-1) by epithelial <e2> ovarian cancer </e2> cells enhances invasiveness and metastatic properties, contributing to the poor prognosis of the patients.	1	colony-stimulating factor-1	ovarian cancer
Several of the analogues elicit stronger growth inhibitory activity against prostate (PC-3) and breast ( <e2> MDA-MB-468 </e2> ) carcinoma cells, which contain elevated basal IKK activity; this antiproliferative activity correlates with increased inhibition of recombinant IKKbeta in vitro, suggesting that the anticancer activities of these AdArs might be related to the inhibition of <e1> IKK/NFkappaB </e1> signaling.	0	IKK/NFkappaB	MDA-MB-468
An in vitro internalization study showed that <e1> Av-G6Gd </e1> accumulated and was internalized into SHIN3 cells (a human <e2> ovarian cancer </e2> ) 50- and 3.5-fold greater than Gd-DTPA (Magnevist) and G6-(1B4M-Gd)(256) (G6Gd).	0	Av-G6Gd	ovarian cancer
Inhibition of ligand-mediated <e1> HER2 </e1> activation in androgen-independent <e2> prostate cancer </e2> .	0	HER2	prostate cancer
Increasing RSK isoform 2 (RSK2) levels in the human prostate cancer line, <e2> LNCaP </e2> , enhanced prostate-specific antigen ( <e1> PSA </e1> ) expression, an important diagnostic marker for prostate cancer, whereas inhibiting RSK activity using a RSK-specific inhibitor, 3Ac-SL0101, decreased PSA expression.	0	PSA	LNCaP
LPA treatment increased <e1> cyclin D1 protein </e1> in a dose- and time-dependent manner in <e2> OVCAR-3 </e2> cells but not in IOSE-29 cells.	0	cyclin D1 protein	OVCAR-3
Response to bicalutamide in <e2> LNCaP </e2> cells was represented by downregulation of androgen-regulated genes, activation of the <e1> p53 </e1> pathway and inhibition of telomerase, which was associated with downregulation of v-myc avian myelocytomatosis viral oncogene homologue (MYC) and telomerase reverse transcriptase subunit.	0	p53	LNCaP
MonoHER suppressed DOX-dependent activation of the mitochondrial apoptotic pathway in normal and <e2> A2780 </e2> cells as illustrated by <e1> p53 </e1> accumulation and activation of caspase-9 and -3 cleavage.	0	p53	A2780
Pak1, <e1> p-Pak1 </e1> and p-Pak2 were overexpressed in <e2> ovarian cancer </e2> cell lines, and clinical samples of ovarian cancers were compared with benign ovarian lesions/inclusion cysts.	0	p-Pak1	ovarian cancer
Collagen I, also present in the <e2> ovarian tumours </e2> , then induces these fibroblasts to activate <e1> proMMP-2 </e1> even in the presence of TIMP-2.	0	proMMP-2	ovarian tumours
Those patients that progressed to <e2> breast cancer </e2> (cases) showed significantly higher <e1> ER-alpha </e1> [median, 57.00% of cells within individual HUT foci; interquartile range (IQ), 33.48 to 67.78] and Ki-67 (median, 3.82%; IQ, 0.85 to 11.28) expression in their HUT foci compared with controls (ER-alpha median, 30.27%; IQ, 19.75 to 52.50 and Ki-67 median, 0.77%; IQ, 0.0458 to 1.72, P = 0.008 and <0.001).	0	ER-alpha	breast cancer
<e1> Polycomb-group oncogenes EZH2 </e1> , BMI1, and RING1 are overexpressed in <e2> prostate cancer </e2> with adverse pathologic and clinical features.	0	Polycomb-group oncogenes EZH2	prostate cancer
Loss of <e1> c-kit </e1> expression has been reported in 80-90% of <e2> breast cancer </e2> specimens, suggesting a possible role in the development of tumors.	0	c-kit	breast cancer
Correlation with clinicopathological data showed, however, that the loss of one <e1> H-ras-1 allele </e1> in <e2> breast carcinoma </e2> DNAs is significantly linked to histological Grade III tumors, the lack of estrogen and/or progesterone receptors, and the subsequent occurrence of distal metastasis.	0	H-ras-1 allele	breast carcinoma
Here, we show that overexpression of <e1> BIRC5 </e1> induces a high proliferation level in <e2> MCF-7 </e2> breast tumor cells.	1	BIRC5	MCF-7
RT-PCR and Western blot showed that the expressions of only c-Met and <e1> STAT3 </e1> decreased obviously in colon and <e2> breast cancer </e2> cells exposed to LS-7.	0	STAT3	breast cancer
Despite these differences, <e2> ovarian carcinoma </e2> cells show substantial accumulation of <e1> araCTP from extracellular araC </e1> .	0	araCTP from extracellular araC	ovarian carcinoma
When the epidermal growth factor-receptor (EGFR) tyrosine kinase activity was inhibited by the use of its inhibitor AG1478, Ang II was still able to induce ERK1/2 phosphorylation and <e1> c-fos </e1> expression, therefore proving that the transactivation of EGFR was not required for these Ang II effects in <e2> MCF-7 </e2> cells.	0	c-fos	MCF-7
We also found that the expression of <e1> tumour necrosis factor receptor 2 and death receptor 3 </e1> (DR3) was increased in <e2> PC3 </e2> cells, and the expression of FAS and DR3 was increased in SW620 cells by co-culture with NK-92 cells.	0	tumour necrosis factor receptor 2 and death receptor 3	PC3
We previously showed that the expressing level of FSH receptor ( <e1> FSHR </e1> ) increased from ovarian epithelial inclusions (OEIs) to benign <e2> ovarian epithelial tumors </e2> (OETs) and to borderline OETs, whereas FSHR levels decreased with an increase in carcinoma grade.	0	FSHR	ovarian epithelial tumors
<e1> GRB7 protein </e1> over-expression is an independent adverse prognostic factor in human <e2> breast cancer </e2> .	0	GRB7 protein	breast cancer
The <e1> EphA2 receptor tyrosine kinase </e1> is frequently overexpressed in invasive <e2> breast cancer </e2> cells.	0	EphA2 receptor tyrosine kinase	breast cancer
The down-regulation of ICAM-1 by short hairpin RNA in <e2> MCF10A </e2> cells led to the induction of psoriasin, <e1> calgranulin-A </e1> , calgranulin-B, and MUC1, and we demonstrated that these up-regulations were not ROS dependent.	0	calgranulin-A	MCF10A
The drop in PCho levels following <e1> FASN </e1> inhibition was confirmed in SKOV-3 ovarian cancer cells treated with Orlistat and in <e2> MCF-7 </e2> breast cancer cells treated with Orlistat as well as cerulenin.	0	FASN	MCF-7
The oncogene <e1> Bcl-2 </e1> is upregulated frequently in <e2> prostate tumors </e2> following androgen ablation therapy, and Bcl-2 overexpression may contribute to the androgen-refractory relapse of the disease.	1	Bcl-2	prostate tumors
No statistically significant association was found between increased PTPase activity and either <e1> c-erbB-2 </e1> overexpression or grade and stage of disease in primary human <e2> mammary tumors </e2> .	0	c-erbB-2	mammary tumors
MDA-MB231 cell membranes induced <e1> plasmin </e1> generation in a time-dependent manner while those from <e2> MCF-7 </e2> cells failed to convert plasminogen to plasmin.	0	plasmin	MCF-7
<e1> Osteopontin </e1> levels in plasma were significantly higher (P<.001) in 51 patients with epithelial <e2> ovarian cancer </e2> (486.5 ng/mL) compared with those of 107 healthy controls (147.1 ng/mL), 46 patients with benign ovarian disease (254.4 ng/mL), and 47 patients with other gynecologic cancers (260.9 ng/mL).	0	Osteopontin	ovarian cancer
These findings suggest that reduced expression of BRCA1 protein along with genetic and epigenetic changes of the <e1> BRCA1 gene </e1> play an important role in the development of sporadic <e2> ovarian carcinomas </e2> , particularly those of serous histology.	1	BRCA1 gene	ovarian carcinomas
We propose that, in the <e2> ovarian tumour </e2> microenvironment, interaction between tumour cells and fibroblasts may enhance fibroblast production of the <e1> proMMP-2 </e1> and TIMP-2.	0	proMMP-2	ovarian tumour
A CpG island of another cell line showing faint expression of <e1> TUBB3 </e1> protein ( <e2> OVCAR-3 </e2> ), in which a significant gain of TUBB3 expression was induced by treatment with PBA but not with 5-Aza-CdR, was hypomethylated, similarly to a cell line (JHOC-5) showing constitutive expression of TUBB3.	0	TUBB3	OVCAR-3
